College_Name,Course,City,State,University,Average_Fees,Rating,NIRF_Rank,Institute_Type,NBA_Accreditation,NAAC_Accreditation,Website,Course_Category,Affordability_Score,Quality_Score,Overall_Score,Affordability_Tier,Quality_Tier,Ranking_Tier
The National Institute of Engineering,ELECTRONICS & COMMUNICATION ENGG,Mysuru,Karnataka,"Visvesvaraya Technological University, Belagavi",62581.42857142857,0.0,151.0,Government Autonomous,Yes,Yes,www.nie.ac.in,Electronics & Communication,87.48371428571429,65.3,74.2,Budget-Friendly,Good,Top 200
KLE Dr. MS Sheshgiri College of Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,Belagavi,Karnataka,"Visvesvaraya Technological University, Belagavi",262153.8461538461,0.0,,Private,Yes,Yes,www.klescet.ac.i n,Electronics & Communication,47.56923076923077,86.7,71.0,Moderate,Excellent,Not Ranked
New Horizon College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",416000.0,3.23,151.0,Private - Autonomous,Yes,Yes,www.newhorizon india.,Electronics & Communication,28.4,65.1,50.4,Premium,Good,Top 200
M. S. Ramaiah Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Bengaluru,Karnataka,Not Available,0.0,0.0,75.0,Private - Autonomous,Yes,Yes,www.msrit.edu,Electronics & Communication,,76.9,76.9,Not Available,Good,Top 100
St. Joseph Engineering College,ELECTRONICS & COMMUNICATION ENGG,Mangalore,Karnataka,"Visvesvaraya Technological University, Belagavi",115571.42857142857,0.0,,Private,Yes,Yes,www.sjec.ac.in,Electronics & Communication,76.88571428571429,86.7,82.8,Affordable,Excellent,Not Ranked
Mahendra College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Minnampalli,Tamil Nadu,"Anna University, Chennai",145833.33333333334,0.0,,Government,No,Yes,www.sjce.ac.in,Electronics & Communication,70.83333333333333,53.3,60.3,Affordable,Average,Not Ranked
Siddaganga Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Tumakuru,Karnataka,"Visvesvaraya Technological University, Belagavi",249357.14285714287,0.0,100.0,Private - Autonomous,Yes,Yes,www.sit.ac.in,Electronics & Communication,50.128571428571426,71.4,62.9,Moderate,Good,Top 100
Malnad College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Hassan,Karnataka,"Visvesvaraya Technological University, Belagavi",149266.66666666666,2.53,,Government Autonomous,Yes,Yes,www.mcehassan. ac.in,Electronics & Communication,70.14666666666668,68.6,69.2,Affordable,Good,Not Ranked
Sri Siddhartha Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Tumakuru,Karnataka,"Sri Siddhartha Academy of Higher Education, Tumkur",135411.76470588235,0.0,,Private,Yes,Yes,www.ssit.edu.in,Electronics & Communication,72.91764705882353,86.7,81.2,Affordable,Excellent,Not Ranked
JSS Academy of Technical Education,ELECTRONICS & COMMUNICATION ENGG,Noida,Uttar Pradesh,"Dr APJ Abdul Kalam Technical University, Lucknow",416307.6923076923,0.0,,Private,Yes,Yes,www.jssateb.ac.i n,Electronics & Communication,28.369230769230768,86.7,63.4,Premium,Excellent,Not Ranked
Rajarajeswari College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",140615.38461538462,3.37,,Private,Yes,Yes,www.rrce.org,Electronics & Communication,71.87692307692308,77.0,75.0,Affordable,Good,Not Ranked
NIE Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Anagahalli,Karnataka,"Visvesvaraya Technological University, Belagavi",237000.0,0.0,,Private - Autonomous,Yes,Yes,www.nmamit.nitt e.edu,Electronics & Communication,52.6,86.7,73.1,Moderate,Excellent,Not Ranked
Cambridge Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",324000.0,0.0,,Private,Yes,Yes,www.citech.edu.i n,Electronics & Communication,37.6,86.7,67.1,Premium,Excellent,Not Ranked
RVS College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Padiyur,Tamil Nadu,"Anna University, Chennai",103000.0,0.0,99.0,Private,Yes,Not Available,www.rvce.edu.in,Electronics & Communication,79.4,57.4,66.2,Affordable,Average,Top 100
Don Bosco Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",175272.72727272726,0.0,,Private,Yes,Yes,www.dbit.co.in,Electronics & Communication,64.94545454545454,72.0,69.2,Affordable,Good,Not Ranked
Vidyavardhaka College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Mysuru,Karnataka,"Visvesvaraya Technological University, Belagavi",196666.66666666663,3.01,,Private,Yes,Yes,www.vvce.ac.in,Electronics & Communication,60.66666666666667,73.4,68.3,Affordable,Good,Not Ranked
KLS Gogte Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Belgaum,Karnataka,"Visvesvaraya Technological University, Belagavi",187000.0,3.52,,Private - Autonomous,Yes,Yes,www.git.edu,Electronics & Communication,62.6,78.5,72.1,Affordable,Good,Not Ranked
Dr. Ambedkar Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",88362.38095238095,3.17,,Government Autonomous,Yes,Yes,www.dr-ait.org,Electronics & Communication,82.32752380952381,81.7,82.0,Budget-Friendly,Excellent,Not Ranked
Dayananda Sagar College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",250735.16129032252,3.42,,Private - Autonomous,Yes,Yes,www.dayanandas agar.e,Electronics & Communication,49.8529677419355,77.5,66.4,Moderate,Good,Not Ranked
BMS Institute of Technology and Management,ELECTRONICS & COMMUNICATION ENGG,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",188800.0,3.21,,Private,Yes,Yes,www.bmsit.ac.in,Electronics & Communication,62.239999999999995,75.4,70.1,Affordable,Good,Not Ranked
Manipal Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Manipal,Karnataka,Not Available,0.0,0.0,56.0,Private,Yes,Not Available,www.manipal.ed u,Electronics & Communication,,66.7,66.7,Not Available,Good,Top 100
CMR Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Hyderabad,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",248000.0,3.16,,Private,Yes,Yes,www.cmrit.ac.in,Electronics & Communication,50.4,79.0,67.6,Moderate,Good,Not Ranked
B.M.S. College of Engineering,ELECTRONICS & INSTRUMENTATION ENGINEERING,Bengaluru,Karnataka,Not Available,0.0,0.0,151.0,Government Autonomous,Yes,Yes,www.bmsce.ac.in,Electronics & Communication,,65.3,65.3,Not Available,Good,Top 200
Siddaganga Institute of Technology,ELECTRONICS & INSTRUMENTATION ENGINEERING,Tumakuru,Karnataka,"Visvesvaraya Technological University, Belagavi",249357.14285714287,0.0,100.0,Private - Autonomous,Yes,Yes,www.sit.ac.in,Electronics & Communication,50.128571428571426,71.4,62.9,Moderate,Good,Top 100
Malnad College of Engineering,ELECTRONICS & INSTRUMENTATION ENGINEERING,Hassan,Karnataka,"Visvesvaraya Technological University, Belagavi",149266.66666666666,2.53,,Government Autonomous,Yes,Yes,www.mcehassan. ac.in,Electronics & Communication,70.14666666666668,68.6,69.2,Affordable,Good,Not Ranked
GSSS Institute of Engineering and Technology for Women,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Mysuru,Karnataka,"Visvesvaraya Technological University, Belagavi",197250.00000000003,0.0,,Private,Yes,Yes,www.geethashish u.in,Electronics & Communication,60.55,86.7,76.2,Affordable,Excellent,Not Ranked
MVJ College of Engineering,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",605375.0,3.0,,Private,Yes,Yes,www.mvjce.edu.i n,Electronics & Communication,15.785,73.3,50.3,Expensive,Good,Not Ranked
B.M.S. College of Engineering,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Bengaluru,Karnataka,Not Available,0.0,0.0,151.0,Government Autonomous,Yes,Yes,www.bmsce.ac.in,Electronics & Communication,,65.3,65.3,Not Available,Good,Top 200
JSS Academy of Technical Education,ELECTRONICS AND INSTRUMENTATION ENGINEERING,Noida,Uttar Pradesh,"Dr APJ Abdul Kalam Technical University, Lucknow",416307.6923076923,0.0,,Private,Yes,Yes,www.jssateb.ac.i n,Electronics & Communication,28.369230769230768,86.7,63.4,Premium,Excellent,Not Ranked
M. S. Ramaiah Institute of Technology,ELECTRONICS AND INSTRUMENTATION ENGINEERING,Bengaluru,Karnataka,Not Available,0.0,0.0,75.0,Private - Autonomous,Yes,Yes,www.msrit.edu,Electronics & Communication,,76.9,76.9,Not Available,Good,Top 100
Manipal Institute of Technology,ELECTRONICS AND INSTRUMENTATION ENGINEERING,Manipal,Karnataka,Not Available,0.0,0.0,56.0,Private,Yes,Not Available,www.manipal.ed u,Electronics & Communication,,66.7,66.7,Not Available,Good,Top 100
Manipal Institute of Technology,ENGINEERING MANAGEMENT,Manipal,Karnataka,Not Available,0.0,0.0,56.0,Private,Yes,Not Available,www.manipal.ed u,Management & MBA,,66.7,66.7,Not Available,Good,Top 100
The National Institute of Engineering,INDUSTRIAL AND PRODUCTION ENGINEERING,Mysuru,Karnataka,"Visvesvaraya Technological University, Belagavi",62581.42857142857,0.0,151.0,Government Autonomous,Yes,Yes,www.nie.ac.in,Mechanical Engineering,87.48371428571429,65.3,74.2,Budget-Friendly,Good,Top 200
Mahendra College of Engineering,INDUSTRIAL AND PRODUCTION ENGINEERING,Minnampalli,Tamil Nadu,"Anna University, Chennai",145833.33333333334,0.0,,Government,No,Yes,www.sjce.ac.in,Mechanical Engineering,70.83333333333333,53.3,60.3,Affordable,Average,Not Ranked
Malnad College of Engineering,INDUSTRIAL AND PRODUCTION ENGINEERING,Hassan,Karnataka,"Visvesvaraya Technological University, Belagavi",149266.66666666666,2.53,,Government Autonomous,Yes,Yes,www.mcehassan. ac.in,Mechanical Engineering,70.14666666666668,68.6,69.2,Affordable,Good,Not Ranked
JSS Academy of Technical Education,INDUSTRIAL ENGINEERING AND MANAGEMENT,Noida,Uttar Pradesh,"Dr APJ Abdul Kalam Technical University, Lucknow",416307.6923076923,0.0,,Private,Yes,Yes,www.jssateb.ac.i n,Mechanical Engineering,28.369230769230768,86.7,63.4,Premium,Excellent,Not Ranked
M. S. Ramaiah Institute of Technology,INDUSTRIAL ENGINEERING AND MANAGEMENT,Bengaluru,Karnataka,Not Available,0.0,0.0,75.0,Private - Autonomous,Yes,Yes,www.msrit.edu,Mechanical Engineering,,76.9,76.9,Not Available,Good,Top 100
B.M.S. College of Engineering,INDUSTRIAL ENGINEERING AND MANAGEMENT,Bengaluru,Karnataka,Not Available,0.0,0.0,151.0,Government Autonomous,Yes,Yes,www.bmsce.ac.in,Mechanical Engineering,,65.3,65.3,Not Available,Good,Top 200
Siddaganga Institute of Technology,INDUSTRIAL ENGINEERING AND MANAGEMENT,Tumakuru,Karnataka,"Visvesvaraya Technological University, Belagavi",249357.14285714287,0.0,100.0,Private - Autonomous,Yes,Yes,www.sit.ac.in,Mechanical Engineering,50.128571428571426,71.4,62.9,Moderate,Good,Top 100
RVS College of Engineering,INDUSTRIAL ENGINEERING AND MANAGEMENT,Padiyur,Tamil Nadu,"Anna University, Chennai",103000.0,0.0,99.0,Private,Yes,Not Available,www.rvce.edu.in,Mechanical Engineering,79.4,57.4,66.2,Affordable,Average,Top 100
Sri Siddhartha Institute of Technology,INDUSTRIAL ENGINEERING AND MANAGEMENT,Tumakuru,Karnataka,"Sri Siddhartha Academy of Higher Education, Tumkur",135411.76470588235,0.0,,Private,Yes,Yes,www.ssit.edu.in,Mechanical Engineering,72.91764705882353,86.7,81.2,Affordable,Excellent,Not Ranked
Dr. Ambedkar Institute of Technology,INDUSTRIAL ENGINEERING AND MANAGEMENT,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",88362.38095238095,3.17,,Government Autonomous,Yes,Yes,www.dr-ait.org,Mechanical Engineering,82.32752380952381,81.7,82.0,Budget-Friendly,Excellent,Not Ranked
Dayananda Sagar College of Engineering,INDUSTRIAL ENGINEERING AND MANAGEMENT,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",250735.16129032252,3.42,,Private - Autonomous,Yes,Yes,www.dayanandas agar.e,Mechanical Engineering,49.8529677419355,77.5,66.4,Moderate,Good,Not Ranked
MVJ College of Engineering,INFORMATION SCIENCE AND ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",605375.0,3.0,,Private,Yes,Yes,www.mvjce.edu.i n,Other Engineering,15.785,73.3,50.3,Expensive,Good,Not Ranked
Rajarajeswari College of Engineering,INFORMATION SCIENCE AND ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",140615.38461538462,3.37,,Private,Yes,Yes,www.rrce.org,Other Engineering,71.87692307692308,77.0,75.0,Affordable,Good,Not Ranked
Mahendra College of Engineering,INFORMATION SCIENCE AND ENGINEERING,Minnampalli,Tamil Nadu,"Anna University, Chennai",145833.33333333334,0.0,,Government,No,Yes,www.sjce.ac.in,Other Engineering,70.83333333333333,53.3,60.3,Affordable,Average,Not Ranked
Siddaganga Institute of Technology,INFORMATION SCIENCE AND ENGINEERING,Tumakuru,Karnataka,"Visvesvaraya Technological University, Belagavi",249357.14285714287,0.0,100.0,Private - Autonomous,Yes,Yes,www.sit.ac.in,Other Engineering,50.128571428571426,71.4,62.9,Moderate,Good,Top 100
Cambridge Institute of Technology,INFORMATION SCIENCE AND ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",324000.0,0.0,,Private,Yes,Yes,www.citech.edu.i n,Other Engineering,37.6,86.7,67.1,Premium,Excellent,Not Ranked
Malnad College of Engineering,INFORMATION SCIENCE AND ENGINEERING,Hassan,Karnataka,"Visvesvaraya Technological University, Belagavi",149266.66666666666,2.53,,Government Autonomous,Yes,Yes,www.mcehassan. ac.in,Other Engineering,70.14666666666668,68.6,69.2,Affordable,Good,Not Ranked
RVS College of Engineering,INFORMATION SCIENCE AND ENGINEERING,Padiyur,Tamil Nadu,"Anna University, Chennai",103000.0,0.0,99.0,Private,Yes,Not Available,www.rvce.edu.in,Other Engineering,79.4,57.4,66.2,Affordable,Average,Top 100
GSSS Institute of Engineering and Technology for Women,INFORMATION SCIENCE AND ENGINEERING,Mysuru,Karnataka,"Visvesvaraya Technological University, Belagavi",197250.00000000003,0.0,,Private,Yes,Yes,www.geethashish u.in,Other Engineering,60.55,86.7,76.2,Affordable,Excellent,Not Ranked
KLS Gogte Institute of Technology,INFORMATION SCIENCE AND ENGINEERING,Belgaum,Karnataka,"Visvesvaraya Technological University, Belagavi",187000.0,3.52,,Private - Autonomous,Yes,Yes,www.git.edu,Other Engineering,62.6,78.5,72.1,Affordable,Good,Not Ranked
Dr. Ambedkar Institute of Technology,INFORMATION SCIENCE AND ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",88362.38095238095,3.17,,Government Autonomous,Yes,Yes,www.dr-ait.org,Other Engineering,82.32752380952381,81.7,82.0,Budget-Friendly,Excellent,Not Ranked
The National Institute of Engineering,INFORMATION SCIENCE AND ENGINEERING,Mysuru,Karnataka,"Visvesvaraya Technological University, Belagavi",62581.42857142857,0.0,151.0,Government Autonomous,Yes,Yes,www.nie.ac.in,Other Engineering,87.48371428571429,65.3,74.2,Budget-Friendly,Good,Top 200
JSS Academy of Technical Education,INFORMATION SCIENCE AND ENGINEERING,Noida,Uttar Pradesh,"Dr APJ Abdul Kalam Technical University, Lucknow",416307.6923076923,0.0,,Private,Yes,Yes,www.jssateb.ac.i n,Other Engineering,28.369230769230768,86.7,63.4,Premium,Excellent,Not Ranked
New Horizon College of Engineering,INFORMATION SCIENCE AND ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",416000.0,3.23,151.0,Private - Autonomous,Yes,Yes,www.newhorizon india.,Other Engineering,28.4,65.1,50.4,Premium,Good,Top 200
M. S. Ramaiah Institute of Technology,INFORMATION SCIENCE AND ENGINEERING,Bengaluru,Karnataka,Not Available,0.0,0.0,75.0,Private - Autonomous,Yes,Yes,www.msrit.edu,Other Engineering,,76.9,76.9,Not Available,Good,Top 100
NIE Institute of Technology,INFORMATION SCIENCE AND ENGINEERING,Anagahalli,Karnataka,"Visvesvaraya Technological University, Belagavi",237000.0,0.0,,Private - Autonomous,Yes,Yes,www.nmamit.nitt e.edu,Other Engineering,52.6,86.7,73.1,Moderate,Excellent,Not Ranked
B.M.S. College of Engineering,INFORMATION SCIENCE AND ENGINEERING,Bengaluru,Karnataka,Not Available,0.0,0.0,151.0,Government Autonomous,Yes,Yes,www.bmsce.ac.in,Other Engineering,,65.3,65.3,Not Available,Good,Top 200
Don Bosco Institute of Technology,INFORMATION SCIENCE AND ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",175272.72727272726,0.0,,Private,Yes,Yes,www.dbit.co.in,Other Engineering,64.94545454545454,72.0,69.2,Affordable,Good,Not Ranked
Sri Siddhartha Institute of Technology,INFORMATION SCIENCE AND ENGINEERING,Tumakuru,Karnataka,"Sri Siddhartha Academy of Higher Education, Tumkur",135411.76470588235,0.0,,Private,Yes,Yes,www.ssit.edu.in,Other Engineering,72.91764705882353,86.7,81.2,Affordable,Excellent,Not Ranked
Vidyavardhaka College of Engineering,INFORMATION SCIENCE AND ENGINEERING,Mysuru,Karnataka,"Visvesvaraya Technological University, Belagavi",196666.66666666663,3.01,,Private,Yes,Yes,www.vvce.ac.in,Other Engineering,60.66666666666667,73.4,68.3,Affordable,Good,Not Ranked
Dayananda Sagar College of Engineering,INFORMATION SCIENCE AND ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",250735.16129032252,3.42,,Private - Autonomous,Yes,Yes,www.dayanandas agar.e,Other Engineering,49.8529677419355,77.5,66.4,Moderate,Good,Not Ranked
BMS Institute of Technology and Management,INFORMATION SCIENCE AND ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",188800.0,3.21,,Private,Yes,Yes,www.bmsit.ac.in,Other Engineering,62.239999999999995,75.4,70.1,Affordable,Good,Not Ranked
CMR Institute of Technology,INFORMATION SCIENCE AND ENGINEERING,Hyderabad,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",248000.0,3.16,,Private,Yes,Yes,www.cmrit.ac.in,Other Engineering,50.4,79.0,67.6,Moderate,Good,Not Ranked
Manipal Institute of Technology,INFORMATION TECHNOLOGY,Manipal,Karnataka,Not Available,0.0,0.0,56.0,Private,Yes,Not Available,www.manipal.ed u,Computer Science & IT,,66.7,66.7,Not Available,Good,Top 100
RVS College of Engineering,INSTRUMENTATION TECHNOLOGY,Padiyur,Tamil Nadu,"Anna University, Chennai",103000.0,0.0,99.0,Private,Yes,Not Available,www.rvce.edu.in,Other Engineering,79.4,57.4,66.2,Affordable,Average,Top 100
GSSS Institute of Engineering and Technology for Women,INSTRUMENTATION TECHNOLOGY,Mysuru,Karnataka,"Visvesvaraya Technological University, Belagavi",197250.00000000003,0.0,,Private,Yes,Yes,www.geethashish u.in,Other Engineering,60.55,86.7,76.2,Affordable,Excellent,Not Ranked
Dr. Ambedkar Institute of Technology,INSTRUMENTATION TECHNOLOGY,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",88362.38095238095,3.17,,Government Autonomous,Yes,Yes,www.dr-ait.org,Other Engineering,82.32752380952381,81.7,82.0,Budget-Friendly,Excellent,Not Ranked
Dayananda Sagar College of Engineering,INSTRUMENTATION TECHNOLOGY,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",250735.16129032252,3.42,,Private - Autonomous,Yes,Yes,www.dayanandas agar.e,Other Engineering,49.8529677419355,77.5,66.4,Moderate,Good,Not Ranked
Sri Siddhartha Institute of Technology,MECHANICAL ENGINEERING,Tumakuru,Karnataka,"Sri Siddhartha Academy of Higher Education, Tumkur",135411.76470588235,0.0,,Private,Yes,Yes,www.ssit.edu.in,Mechanical Engineering,72.91764705882353,86.7,81.2,Affordable,Excellent,Not Ranked
BMS Institute of Technology and Management,MECHANICAL ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",188800.0,3.21,,Private,Yes,Yes,www.bmsit.ac.in,Mechanical Engineering,62.239999999999995,75.4,70.1,Affordable,Good,Not Ranked
KLE Dr. MS Sheshgiri College of Engineering and Technology,MECHANICAL ENGINEERING,Belagavi,Karnataka,"Visvesvaraya Technological University, Belagavi",262153.8461538461,0.0,,Private,Yes,Yes,www.klescet.ac.i n,Mechanical Engineering,47.56923076923077,86.7,71.0,Moderate,Excellent,Not Ranked
New Horizon College of Engineering,MECHANICAL ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",416000.0,3.23,151.0,Private - Autonomous,Yes,Yes,www.newhorizon india.,Mechanical Engineering,28.4,65.1,50.4,Premium,Good,Top 200
St. Joseph Engineering College,MECHANICAL ENGINEERING,Mangalore,Karnataka,"Visvesvaraya Technological University, Belagavi",115571.42857142857,0.0,,Private,Yes,Yes,www.sjec.ac.in,Mechanical Engineering,76.88571428571429,86.7,82.8,Affordable,Excellent,Not Ranked
Mahendra College of Engineering,MECHANICAL ENGINEERING,Minnampalli,Tamil Nadu,"Anna University, Chennai",145833.33333333334,0.0,,Government,No,Yes,www.sjce.ac.in,Mechanical Engineering,70.83333333333333,53.3,60.3,Affordable,Average,Not Ranked
RVS College of Engineering,MECHANICAL ENGINEERING,Padiyur,Tamil Nadu,"Anna University, Chennai",103000.0,0.0,99.0,Private,Yes,Not Available,www.rvce.edu.in,Mechanical Engineering,79.4,57.4,66.2,Affordable,Average,Top 100
CMR Institute of Technology,MECHANICAL ENGINEERING,Hyderabad,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",248000.0,3.16,,Private,Yes,Yes,www.cmrit.ac.in,Mechanical Engineering,50.4,79.0,67.6,Moderate,Good,Not Ranked
The National Institute of Engineering,MECHANICAL ENGINEERING,Mysuru,Karnataka,"Visvesvaraya Technological University, Belagavi",62581.42857142857,0.0,151.0,Government Autonomous,Yes,Yes,www.nie.ac.in,Mechanical Engineering,87.48371428571429,65.3,74.2,Budget-Friendly,Good,Top 200
MVJ College of Engineering,MECHANICAL ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",605375.0,3.0,,Private,Yes,Yes,www.mvjce.edu.i n,Mechanical Engineering,15.785,73.3,50.3,Expensive,Good,Not Ranked
JSS Academy of Technical Education,MECHANICAL ENGINEERING,Noida,Uttar Pradesh,"Dr APJ Abdul Kalam Technical University, Lucknow",416307.6923076923,0.0,,Private,Yes,Yes,www.jssateb.ac.i n,Mechanical Engineering,28.369230769230768,86.7,63.4,Premium,Excellent,Not Ranked
Rajarajeswari College of Engineering,MECHANICAL ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",140615.38461538462,3.37,,Private,Yes,Yes,www.rrce.org,Mechanical Engineering,71.87692307692308,77.0,75.0,Affordable,Good,Not Ranked
M. S. Ramaiah Institute of Technology,MECHANICAL ENGINEERING,Bengaluru,Karnataka,Not Available,0.0,0.0,75.0,Private - Autonomous,Yes,Yes,www.msrit.edu,Mechanical Engineering,,76.9,76.9,Not Available,Good,Top 100
NIE Institute of Technology,MECHANICAL ENGINEERING,Anagahalli,Karnataka,"Visvesvaraya Technological University, Belagavi",237000.0,0.0,,Private - Autonomous,Yes,Yes,www.nmamit.nitt e.edu,Mechanical Engineering,52.6,86.7,73.1,Moderate,Excellent,Not Ranked
B.M.S. College of Engineering,MECHANICAL ENGINEERING,Bengaluru,Karnataka,Not Available,0.0,0.0,151.0,Government Autonomous,Yes,Yes,www.bmsce.ac.in,Mechanical Engineering,,65.3,65.3,Not Available,Good,Top 200
Siddaganga Institute of Technology,MECHANICAL ENGINEERING,Tumakuru,Karnataka,"Visvesvaraya Technological University, Belagavi",249357.14285714287,0.0,100.0,Private - Autonomous,Yes,Yes,www.sit.ac.in,Mechanical Engineering,50.128571428571426,71.4,62.9,Moderate,Good,Top 100
Cambridge Institute of Technology,MECHANICAL ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",324000.0,0.0,,Private,Yes,Yes,www.citech.edu.i n,Mechanical Engineering,37.6,86.7,67.1,Premium,Excellent,Not Ranked
Malnad College of Engineering,MECHANICAL ENGINEERING,Hassan,Karnataka,"Visvesvaraya Technological University, Belagavi",149266.66666666666,2.53,,Government Autonomous,Yes,Yes,www.mcehassan. ac.in,Mechanical Engineering,70.14666666666668,68.6,69.2,Affordable,Good,Not Ranked
Don Bosco Institute of Technology,MECHANICAL ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",175272.72727272726,0.0,,Private,Yes,Yes,www.dbit.co.in,Mechanical Engineering,64.94545454545454,72.0,69.2,Affordable,Good,Not Ranked
Vidyavardhaka College of Engineering,MECHANICAL ENGINEERING,Mysuru,Karnataka,"Visvesvaraya Technological University, Belagavi",196666.66666666663,3.01,,Private,Yes,Yes,www.vvce.ac.in,Mechanical Engineering,60.66666666666667,73.4,68.3,Affordable,Good,Not Ranked
KLS Gogte Institute of Technology,MECHANICAL ENGINEERING,Belgaum,Karnataka,"Visvesvaraya Technological University, Belagavi",187000.0,3.52,,Private - Autonomous,Yes,Yes,www.git.edu,Mechanical Engineering,62.6,78.5,72.1,Affordable,Good,Not Ranked
Dr. Ambedkar Institute of Technology,MECHANICAL ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",88362.38095238095,3.17,,Government Autonomous,Yes,Yes,www.dr-ait.org,Mechanical Engineering,82.32752380952381,81.7,82.0,Budget-Friendly,Excellent,Not Ranked
Dayananda Sagar College of Engineering,MECHANICAL ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",250735.16129032252,3.42,,Private - Autonomous,Yes,Yes,www.dayanandas agar.e,Mechanical Engineering,49.8529677419355,77.5,66.4,Moderate,Good,Not Ranked
Manipal Institute of Technology,MECHANICAL ENGINEERING,Manipal,Karnataka,Not Available,0.0,0.0,56.0,Private,Yes,Not Available,www.manipal.ed u,Mechanical Engineering,,66.7,66.7,Not Available,Good,Top 100
Manipal Institute of Technology,MECHATRONICS,Manipal,Karnataka,Not Available,0.0,0.0,56.0,Private,Yes,Not Available,www.manipal.ed u,Mechanical Engineering,,66.7,66.7,Not Available,Good,Top 100
M. S. Ramaiah Institute of Technology,MEDICAL ELECTRONICS,Bengaluru,Karnataka,Not Available,0.0,0.0,75.0,Private - Autonomous,Yes,Yes,www.msrit.edu,Electronics & Communication,,76.9,76.9,Not Available,Good,Top 100
B.M.S. College of Engineering,MEDICAL ELECTRONICS,Bengaluru,Karnataka,Not Available,0.0,0.0,151.0,Government Autonomous,Yes,Yes,www.bmsce.ac.in,Electronics & Communication,,65.3,65.3,Not Available,Good,Top 200
Sri Siddhartha Institute of Technology,MEDICAL ELECTRONICS,Tumakuru,Karnataka,"Sri Siddhartha Academy of Higher Education, Tumkur",135411.76470588235,0.0,,Private,Yes,Yes,www.ssit.edu.in,Electronics & Communication,72.91764705882353,86.7,81.2,Affordable,Excellent,Not Ranked
Dr. Ambedkar Institute of Technology,MEDICAL ELECTRONICS,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",88362.38095238095,3.17,,Government Autonomous,Yes,Yes,www.dr-ait.org,Electronics & Communication,82.32752380952381,81.7,82.0,Budget-Friendly,Excellent,Not Ranked
